1,272,1471
2,249,1381
3,272,1469
4,273,1475
5,273,1475
6,273,1372
7,273,1479
8,274,1485
9,274,1485
10,277,1490
11,273,1486
12,277,1491
13,273,1487
14,273,1487
15,273,1487
16,273,1487
17,273,1487
18,273,1487
19,273,1487
20,273,1486
21,273,1486
22,273,1486
23,273,1486
24,273,1487
25,273,1487
26,273,1487
27,-1,-1
28,307,925
29,-1,-1
30,-1,-1
31,-1,-1
32,-1,-1
33,107,719
34,107,719
35,190,1103
36,-1,-1
37,-1,-1
38,-1,-1
39,-1,-1
40,-1,-1
41,-1,-1
42,-1,-1
43,-1,-1
44,-1,-1
45,-1,-1
46,-1,-1
47,-1,-1
48,-1,-1
49,-1,-1
50,-1,-1
51,-1,-1
52,270,1447
53,270,1446
54,270,1446
55,270,1447
56,269,1447
57,270,1447
58,331,951
59,344,843
60,345,824
61,335,900
62,303,1161
63,324,994
64,269,1447
65,269,1447
66,269,1446
67,269,1446
68,269,1446
69,269,1446
70,269,1446
71,269,1446
72,269,1446
73,269,1445
74,269,1445
75,268,1445
76,268,1444
77,268,1444
78,268,1444
79,268,1443
80,268,1443
81,268,1443
82,268,1442
83,268,1442
84,268,1441
85,268,1441
86,269,1440
87,269,1440
88,269,1440
89,270,1446
90,270,1447
91,270,1448
92,269,1439
93,269,1440
94,269,1439
95,269,1439
96,269,1438
97,269,1438
98,269,1438
99,269,1438
100,269,1438
101,269,1438
102,269,1438
103,269,1438
104,269,1438
105,269,1438
106,-1,-1
107,269,1438
108,-1,-1
109,-1,-1
110,-1,-1
111,-1,-1
112,-1,-1
113,269,1433
114,269,1433
115,-1,-1
116,-1,-1
117,-1,-1
118,-1,-1
119,269,1433
120,269,1433
121,269,1433
122,-1,-1
123,-1,-1
124,-1,-1
125,-1,-1
126,-1,-1
127,-1,-1
128,-1,-1
129,-1,-1
130,-1,-1
131,-1,-1
132,-1,-1
133,-1,-1
134,-1,-1
135,-1,-1
136,-1,-1
137,-1,-1
138,-1,-1
139,-1,-1
140,-1,-1
141,-1,-1
142,-1,-1
143,-1,-1
144,-1,-1
145,-1,-1
146,-1,-1
147,-1,-1
148,-1,-1
149,-1,-1
150,-1,-1
151,-1,-1
152,-1,-1
153,-1,-1
154,-1,-1
155,-1,-1
156,-1,-1
157,-1,-1
158,-1,-1
159,-1,-1
160,-1,-1
161,-1,-1
162,-1,-1
163,-1,-1
164,-1,-1
165,-1,-1
166,-1,-1
167,-1,-1
168,-1,-1
169,-1,-1
170,-1,-1
171,-1,-1
172,-1,-1
173,-1,-1
174,-1,-1
175,-1,-1
176,-1,-1
177,-1,-1
178,-1,-1
179,-1,-1
180,-1,-1
181,-1,-1
182,-1,-1
183,-1,-1
184,-1,-1
185,-1,-1
186,-1,-1
187,-1,-1
188,-1,-1
189,-1,-1
190,-1,-1
191,-1,-1
192,-1,-1
193,-1,-1
194,-1,-1
195,-1,-1
196,-1,-1
197,270,1435
198,270,1435
199,270,1435
200,270,1435
201,270,1435
202,270,1435
203,270,1435
204,270,1435
205,270,1434
206,270,1434
207,270,1434
208,-1,-1
209,-1,-1
210,-1,-1
211,-1,-1
212,287,1504
213,287,1504
214,287,1504
215,287,1504
216,287,1504
217,287,1504
218,287,1504
219,287,1504
220,287,1504
221,287,1504
222,287,1504
223,287,1504
224,287,1504
225,287,1504
226,287,1504
227,-1,-1
228,-1,-1
229,287,1504
230,287,1505
231,282,1487
232,282,1487
233,283,1491
234,283,1491
235,283,1493
236,283,1493
237,284,1496
238,284,1496
239,284,1496
240,284,1497
241,284,1496
242,283,1494
243,283,1495
244,283,1495
245,282,1494
246,265,1430
247,281,1492
248,281,1493
249,281,1493
250,265,1435
251,266,1436
252,257,1402
253,266,1439
254,258,1389
255,255,1432
256,255,1430
257,257,1436
258,255,1390
259,266,1468
260,266,1469
261,254,1411
262,260,1441
263,262,1483
264,234,1416
265,251,1500
266,248,1438
267,214,1287
