1,342,410
2,343,388
3,338,427
4,341,398
5,336,435
6,335,424
7,338,401
8,337,397
9,333,433
10,344,345
11,341,359
12,322,637
13,337,419
14,346,312
15,345,311
16,352,275
17,350,293
18,345,336
19,345,335
20,348,309
21,347,317
22,346,319
23,344,328
24,346,319
25,346,311
26,346,310
27,349,278
28,349,282
29,348,284
30,356,232
31,359,198
32,358,200
33,356,215
34,356,216
35,340,303
36,353,207
37,351,224
38,349,229
39,350,226
40,350,227
41,345,270
42,344,279
43,342,287
44,341,295
45,341,316
46,336,325
47,340,310
48,335,427
49,342,317
50,346,212
51,338,222
52,336,223
53,336,223
54,338,221
55,317,725
56,328,472
57,328,432
58,-1,-1
59,285,1481
60,285,1481
61,285,1481
62,304,865
63,285,1481
64,304,866
65,285,1481
66,285,1481
67,311,853
68,302,869
69,362,487
70,349,427
71,351,456
72,346,445
73,346,461
74,341,450
75,335,425
76,335,440
77,333,442
78,331,442
79,328,436
80,326,431
81,323,419
82,321,418
83,319,402
84,317,404
85,316,395
86,314,391
87,313,386
88,312,368
89,312,367
90,311,362
91,310,361
92,310,349
93,310,358
94,309,338
95,310,342
96,310,338
97,310,331
98,311,335
99,311,331
100,312,330
101,313,327
102,314,327
103,312,314
104,318,325
105,315,311
106,315,308
107,316,313
108,319,313
109,318,310
110,319,310
111,320,308
112,321,308
113,319,306
114,322,306
115,325,307
116,326,308
117,325,309
118,324,308
119,323,307
120,327,309
121,333,309
122,344,310
123,348,311
124,350,312
125,347,316
126,360,315
127,364,315
128,363,316
129,367,316
130,365,317
131,288,320
132,288,322
133,289,322
134,285,574
135,286,698
136,288,509
137,291,324
138,290,328
139,289,331
140,290,331
141,291,331
142,292,404
143,290,418
144,290,409
145,293,404
146,293,338
147,295,337
148,292,341
149,293,341
150,293,343
151,291,344
152,293,345
153,294,346
154,291,350
155,284,355
156,279,360
157,281,359
158,276,362
159,276,363
160,277,361
161,278,362
162,277,362
163,287,358
164,283,361
165,286,359
166,286,361
167,282,363
168,315,338
169,332,323
170,369,291
171,371,290
172,316,325
173,365,282
174,385,258
175,357,283
176,346,294
177,352,283
178,373,251
179,370,249
180,368,247
181,365,247
182,342,288
183,349,271
184,360,241
185,350,263
186,356,239
187,351,250
188,349,252
189,348,251
190,349,244
191,350,234
192,350,233
193,344,258
194,348,231
195,344,254
196,337,300
197,338,299
198,347,229
199,346,229
200,352,268
201,360,312
202,359,297
203,357,281
204,352,249
205,359,274
206,350,229
207,-1,-1
208,-1,-1
209,-1,-1
210,368,276
211,383,321
212,384,317
213,385,314
214,-1,-1
215,388,306
216,386,306
217,368,481
218,335,878
219,331,878
220,277,1459
221,333,873
222,277,1459
223,277,1459
224,317,1062
225,372,503
226,362,621
227,352,711
228,359,620
229,356,657
230,328,941
231,358,619
232,347,736
233,307,1151
234,290,1313
235,288,1342
236,286,1359
237,277,1454
238,277,1453
239,277,1452
240,277,1452
241,277,1454
242,277,1451
243,277,1451
244,277,1452
245,277,1452
246,283,1388
247,288,1331
248,292,1287
249,277,1451
250,282,1398
251,277,1450
252,281,1403
253,277,1450
254,277,1450
255,277,1451
256,277,1450
257,277,1450
258,277,1450
259,277,1449
260,277,1449
261,277,1449
262,277,1449
263,277,1449
264,277,1449
265,277,1449
266,277,1448
267,277,1448
268,277,1448
269,277,1449
270,277,1449
271,277,1449
272,277,1449
273,277,1449
274,277,1448
